ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Visibility(mi),Weather_Condition,Crossing,Junction,Traffic_Signal,Station,Stop,Amenity,Bump,Give_Way,No_Exit,Railway,Roundabout,Traffic_Calming,Turning_Loop
A-24,2,2023-01-01 13:23:45,2023-01-01 13:43:36,34.08113088200381,-118.29530958036841,0.5601715323375323,17.254351015144884,32.25143137407919,7.230924372215853,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-25,2,2023-01-01 13:58:42,2023-01-01 15:12:20,29.880034740230677,-95.34274549984053,1.8675496639155889,80.15162164068595,56.28445141785651,9.061387311269494,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-26,3,2023-01-01 14:33:39,2023-01-01 15:02:03,33.84262039167282,-118.17794779964998,1.2166501173807198,54.60475470141075,77.4814645819362,7.256505458586774,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,False
A-27,2,2023-01-01 15:08:36,2023-01-01 17:50:38,40.59929996331269,-73.92260067061285,0.14269129359607624,86.5692376552489,59.782058406355695,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-28,2,2023-01-01 15:43:33,2023-01-01 15:59:25,34.034626248973,-118.21513099427906,0.03415707637104585,77.10112170623081,30.053842455745077,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-29,2,2023-01-01 16:18:29,2023-01-01 16:45:44,33.98905933370416,-118.18420309729831,0.425794153625694,60.40015748510301,61.67376345875479,8.927664051503509,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-30,2,2023-01-01 16:53:26,2023-01-01 17:39:32,40.648120511768546,-74.04614056348676,0.26064874008979627,62.074417562344614,81.81847433697915,9.503929429582728,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-31,4,2023-01-01 17:28:23,2023-01-01 17:47:05,25.801815866521984,-80.09914506776543,0.10129686274373,47.88656836809992,57.45105193659377,10.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-32,2,2023-01-01 18:03:20,2023-01-01 18:37:18,29.718019183698637,-95.32873860535094,0.5272697627211527,74.77270978558144,89.1332778698933,6.139540319172402,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-33,2,2023-01-01 18:38:16,2023-01-01 19:24:13,29.87014897068398,-95.35575573648362,0.0873856270413723,89.24830436301373,43.28044685196618,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-34,2,2023-01-01 19:13:13,2023-01-01 19:54:52,29.70423575248981,-95.39601297172781,0.21653231604493406,54.0961635625348,77.95223456108668,9.871388401258853,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False
A-35,2,2023-01-01 19:48:10,2023-01-01 20:30:57,40.81469868961116,-74.02935621366605,0.7913192783582467,55.9554526756405,69.6818314712319,10.0,Clear,False,True,False,False,False,False,False,False,False,False,False,False,False
A-36,2,2023-01-01 20:23:07,2023-01-01 22:13:10,29.760809076531398,-95.38856697067001,0.5764800633053272,94.60377379919007,70.5641814789124,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-37,3,2023-01-01 20:58:04,2023-01-01 21:44:44,34.020558683873574,-118.2668309485176,0.46712876691963257,66.29469168568754,68.90583117159412,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-38,3,2023-01-01 21:33:00,2023-01-01 23:55:24,34.03929714306672,-118.21137593145484,1.3355706062447759,42.1394996094736,53.422711324207,8.951588774272569,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-39,2,2023-01-01 22:07:57,2023-01-01 22:30:09,33.97675545532262,-118.13138330090726,0.06699894139729902,44.54215000487473,66.00391390424465,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-40,3,2023-01-01 22:42:54,2023-01-01 23:12:42,25.608198302776078,-80.19392111003594,0.5871467299776806,90.56408511440857,51.46130052726679,7.434456889124061,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-41,3,2023-01-01 23:17:51,2023-01-02 00:20:56,40.72098781460397,-74.04060874244384,0.06240068736646189,72.10547943214002,65.48488492998969,5.73429903437518,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-42,2,2023-01-01 23:52:47,2023-01-02 00:22:46,34.03681112281751,-118.21957621261332,0.07330807058694404,49.24611094007915,65.83975794646788,9.542779243657236,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False
A-43,2,2023-01-02 00:27:44,2023-01-02 01:01:56,40.73998567713493,-74.00659041199556,0.35304126683884,70.05942816437127,55.33790900526543,9.946926116736224,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-44,1,2023-01-02 01:02:41,2023-01-02 03:01:46,40.804225825161204,-73.94584535738505,0.012202826388659573,52.51768532425706,57.152956413715486,6.57479902731274,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False
A-45,2,2023-01-02 01:37:38,2023-01-02 02:27:26,40.64865377253203,-73.89527874248539,0.3475729069528863,36.19877842752575,31.427836491709478,5.554518171949675,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-46,4,2023-01-02 02:12:35,2023-01-02 02:45:55,41.92504856750403,-87.4545635499352,0.004762033565751937,59.81750310922902,61.047680393336435,10.0,Partly Cloudy,False,True,False,False,True,False,False,False,False,False,False,False,False
A-47,2,2023-01-02 02:47:31,2023-01-02 04:09:59,40.67332540142373,-73.93214699133264,0.4611733179051785,64.86911748260147,71.8146183857716,10.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False
A-48,2,2023-01-02 03:22:28,2023-01-02 03:40:46,40.72077210920701,-74.0462780523293,0.18699043529359696,41.49325751597081,64.83015819468554,7.702697300631762,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False
A-49,2,2023-01-02 03:57:25,2023-01-02 04:49:44,41.87883154765922,-87.6590431437466,0.04346838599518868,46.14666193545679,62.85554560039044,6.326573065949654,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-50,2,2023-01-02 04:32:22,2023-01-02 04:52:05,40.62781570290191,-73.96811260554918,0.7589803244430257,49.97396552735035,31.276282291119454,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-51,2,2023-01-02 05:07:18,2023-01-02 05:31:04,41.927743857276944,-87.64267499014905,0.24708679232064287,61.93496120325465,67.64562348274679,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-52,2,2023-01-02 05:42:15,2023-01-02 06:00:09,40.650139736613106,-74.03176492129646,0.2935115339155927,66.93013775748747,35.40743970550101,9.550629002791888,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-53,2,2023-01-02 06:17:12,2023-01-02 08:16:35,25.733160397938544,-80.14731025611728,0.23458494800965468,43.356842698206364,44.97343670367633,10.0,Light Snow,True,False,False,False,False,True,False,False,False,False,False,False,False
A-54,1,2023-01-02 06:52:09,2023-01-02 07:09:22,41.89629679476833,-87.52522857965741,0.04366772541586226,56.26867652655845,36.92810077386383,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-55,3,2023-01-02 07:27:06,2023-01-02 08:14:47,34.02624072337369,-118.26016933736764,0.3080164680841645,57.93960321032887,39.38621992421349,9.144634106469722,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-56,3,2023-01-02 08:02:02,2023-01-02 08:28:31,29.781190623539874,-95.3072541702578,0.5474665657485075,38.93583504929594,62.85329276499425,7.721312513183127,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-57,2,2023-01-02 08:36:59,2023-01-02 09:13:46,34.15615174514116,-118.31307169248397,1.1684651970354003,68.37208687133445,32.924773702795456,8.588642455305843,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-58,2,2023-01-02 09:11:56,2023-01-02 09:57:33,29.78043942802767,-95.34208414324024,0.7215447034098569,73.95231547520798,35.3543603734161,6.386705830816643,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False
A-59,2,2023-01-02 09:46:53,2023-01-02 10:28:47,41.896203061559916,-87.56200788539387,0.04130420837762766,69.67873375101166,91.64524052326603,7.763079828097558,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-60,2,2023-01-02 10:21:50,2023-01-02 11:38:52,40.736245797863894,-74.06314811344211,0.0906435525990622,45.17510322506348,97.33037585608433,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-61,2,2023-01-02 10:56:46,2023-01-02 13:01:05,40.72678664095932,-74.10334839138874,0.022931001903229397,73.96925942211402,79.89636611424403,9.615018732486545,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-62,3,2023-01-02 11:31:43,2023-01-02 12:02:47,41.78279572022379,-87.5772757113093,0.06356997283938622,63.48116144931005,54.01324309898492,10.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False
A-63,2,2023-01-02 12:06:40,2023-01-02 12:22:47,41.81800564602689,-87.72023424424964,0.3274707330116397,79.73753510541397,82.79768216175059,5.615090136847002,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False
A-64,2,2023-01-02 12:41:37,2023-01-02 14:37:35,41.95517009033955,-87.59677752584508,0.12406405753125675,72.1740052693724,70.69595427792095,10.0,Clear,False,True,False,False,False,False,False,False,False,False,False,False,False
A-65,2,2023-01-02 13:16:33,2023-01-02 16:24:57,41.808688712801654,-87.61813105180573,0.5219717284097218,69.68194300251,21.031616522159133,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-66,2,2023-01-02 13:51:30,2023-01-02 14:32:04,33.98103884562996,-118.30896482279724,0.016450853073478537,60.769373017966345,83.20017927520777,8.612631594378607,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-67,3,2023-01-02 14:26:27,2023-01-02 15:08:50,25.831993883855272,-80.2109675606555,0.973317421662551,79.34232246844387,34.97079211757368,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-68,2,2023-01-02 15:01:24,2023-01-02 15:23:24,41.879140151350235,-87.51351727382742,0.5660438346070363,47.848291618147954,49.73757458672017,5.7327240955641585,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-69,2,2023-01-02 15:36:21,2023-01-02 16:20:23,41.76558757862548,-87.63256237248758,1.7381409189370411,46.04169369845158,66.05122141678723,10.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False
A-70,2,2023-01-02 16:11:17,2023-01-02 16:42:33,41.79242860015511,-87.59120220678055,1.5270016347242112,106.13025140084017,65.88522200751805,8.82161194132987,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-71,3,2023-01-02 16:46:14,2023-01-02 20:54:24,25.75176940888947,-80.13257273456418,0.5903336301956222,35.86176066571067,67.66655076413666,6.32529818438775,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-72,2,2023-01-02 17:21:11,2023-01-02 17:45:23,25.693956502554528,-80.31298777797487,0.08601384702372386,47.130061993930894,83.9451564028649,7.747110600085138,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-73,3,2023-01-02 17:56:08,2023-01-02 18:32:32,29.68631627046308,-95.41083722541084,0.1255674242969676,77.0557898527308,65.40956193547586,6.549405094740164,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-74,1,2023-01-02 18:31:04,2023-01-02 19:29:12,41.8919544740681,-87.59897460962169,0.16257566885440144,40.59379593060897,63.16430263028309,10.0,Fair,False,True,False,False,False,False,False,False,False,False,False,False,False
A-75,2,2023-01-02 19:06:01,2023-01-02 19:40:04,41.896576297835615,-87.69451495131123,0.27815050860189194,76.04699236780976,90.6695449521428,8.337996647433947,Fog,False,True,False,False,False,False,False,False,False,False,False,False,False
A-76,2,2023-01-02 19:40:58,2023-01-02 20:24:55,25.766356697475683,-80.28323762382645,0.42300061737580813,83.40238696829243,58.40945007129097,4.63672292044764,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-77,2,2023-01-02 20:15:55,2023-01-02 23:14:16,29.830195772612836,-95.28450411647218,0.5737962261958391,85.19181450353744,57.69009314484467,5.84107377051938,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-78,2,2023-01-02 20:50:52,2023-01-02 21:37:47,41.76788645056344,-87.70482600319322,0.03932534283151001,66.00074991530914,68.96378162606551,5.600453967078222,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False
A-79,2,2023-01-02 21:25:48,2023-01-02 23:29:19,29.784755929589668,-95.34922340072158,0.47150761901515936,47.40601684341338,100.0,10.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-80,2,2023-01-02 22:00:45,2023-01-02 22:17:44,25.802903814904486,-79.88358148074762,0.030505342807112937,51.28390331323285,46.23660569057998,9.932104353771948,Rain,False,False,True,False,False,False,False,False,False,False,False,False,False
A-81,2,2023-01-02 22:35:42,2023-01-02 22:56:26,29.866870506237767,-95.29074379115967,0.8773077394719202,83.97665060073322,25.675926011065883,6.9037946505552075,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False
A-82,2,2023-01-02 23:10:39,2023-01-03 01:35:46,29.735178460428774,-95.30908246236054,0.020632392147470216,37.01150300123773,59.79680923645505,8.318656092764982,Clear,True,False,True,False,False,False,False,False,False,False,False,False,False
A-83,2,2023-01-02 23:45:35,2023-01-03 00:06:48,34.065401823848745,-118.31217431342635,0.24718714163276717,77.35020436109552,87.94071337202801,9.095762581171202,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-84,2,2023-01-03 00:20:32,2023-01-03 01:35:34,40.89797268533388,-74.15538121540735,0.27234797001402516,40.88058225167301,71.69468202069352,8.246532600010674,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-85,3,2023-01-03 00:55:29,2023-01-03 01:37:04,40.67963745556881,-73.99958410299674,0.4224339306323062,63.57244086266303,49.70276796787978,7.895954718618397,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-86,2,2023-01-03 01:30:26,2023-01-03 02:08:56,40.675045450736846,-73.91888395224261,0.05015746606783044,55.655659774443635,60.133375764261345,7.883221354665779,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-87,2,2023-01-03 02:05:23,2023-01-03 03:08:49,40.83763041129063,-73.99571591999431,1.3523088946094777,58.35379146262629,40.33840722546516,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-88,2,2023-01-03 02:40:19,2023-01-03 03:53:51,40.65437066946263,-73.98868331283344,0.2416104218336664,85.12240357973816,24.349222702226207,8.153429098507333,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False
A-89,2,2023-01-03 03:15:16,2023-01-03 05:31:13,40.9039228765914,-73.85852689933436,0.2522546835234614,56.91464425133953,54.313266970554835,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-90,2,2023-01-03 03:50:13,2023-01-03 04:18:35,41.7160885930674,-87.61488365481844,0.13925345963959943,80.64218647008883,40.08831514171504,8.39120725859805,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-91,2,2023-01-03 04:25:10,2023-01-03 05:34:03,29.724840100462465,-95.50333058872724,0.7586960625087709,54.2043654671017,53.74029368700706,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-92,4,2023-01-03 05:00:06,2023-01-03 05:33:58,40.75319898231844,-73.9367395844664,0.003895855415751376,68.93206572194327,30.24448407040645,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-93,2,2023-01-03 05:35:03,2023-01-03 06:46:57,34.02546023270797,-118.26912775252084,0.05613891879109565,63.090651670954124,94.44016972171096,9.29144925327586,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-94,2,2023-01-03 06:10:00,2023-01-03 06:31:54,40.85403633922249,-73.97360146312312,0.3181583241271976,44.40549436890856,78.96323068398894,8.354560431469856,Cloudy,False,True,False,False,False,False,False,False,True,False,False,False,False
A-95,2,2023-01-03 06:44:57,2023-01-03 07:27:28,41.90828370123683,-87.49769192108164,1.7257025997980142,44.74512774131014,49.34509191678188,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-96,3,2023-01-03 07:19:54,2023-01-03 07:44:01,41.75655040272368,-87.66853872582931,0.018118210887269705,61.06029518175435,60.92416911247321,8.37997871519634,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-97,3,2023-01-03 07:54:50,2023-01-03 08:28:18,34.033208643103464,-118.09393954556222,0.03199831410125012,59.0945150562061,81.23586158793607,8.862252932570886,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-98,4,2023-01-03 08:29:47,2023-01-03 09:41:22,40.453498612794476,-74.08795101130674,0.6274447075117522,75.14916778137209,66.15425842997816,10.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False
A-99,3,2023-01-03 09:04:44,2023-01-03 09:31:41,40.55320307427539,-74.11001542732748,0.6648542127613771,37.17316219888383,53.05495629736374,7.869293936539135,Mostly Cloudy,True,True,False,False,False,False,False,False,False,False,False,False,False
A-100,2,2023-01-03 09:39:41,2023-01-03 10:46:39,41.84289644106425,-87.61934075381711,1.1362061806319221,52.56936475562956,69.42625032269936,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-101,1,2023-01-03 10:14:37,2023-01-03 11:00:27,34.056880712184544,-118.05586024572398,0.4297537812826191,71.45756305447314,54.73068479740948,9.94332166672157,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-102,2,2023-01-03 10:49:34,2023-01-03 11:08:55,29.681879307916166,-95.33283172205894,0.25838006817281073,61.26251694783342,57.13174787515605,9.17774014677865,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-103,2,2023-01-03 11:24:31,2023-01-03 12:01:31,40.69660339793348,-74.00112827143063,0.2998961617322194,43.178534310678145,94.94990753543985,9.945938214964489,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-104,2,2023-01-03 11:59:28,2023-01-03 13:46:00,41.8871813876201,-87.57682954603833,0.2823903214483697,70.40126964688272,68.54567522303522,6.865879797868027,Fair,False,True,False,False,False,False,False,False,False,False,False,False,False
A-105,2,2023-01-03 12:34:25,2023-01-03 16:13:34,34.00298930577829,-118.0747945886707,1.815997462522273,77.73070098395199,58.427390824340584,10.0,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False
A-106,4,2023-01-03 13:09:21,2023-01-03 13:45:04,34.04005719239715,-118.19663462348124,0.23908862961947566,50.033424994987215,40.090080684001094,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-107,3,2023-01-03 13:44:18,2023-01-03 14:01:51,25.722785378715812,-80.17519213909715,0.050500179241450754,79.50226311309576,70.82247789062035,10.0,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False
A-108,2,2023-01-03 14:19:15,2023-01-03 14:40:32,34.00505081944446,-118.17573183223833,0.17098167060891756,56.056938867817735,80.72079360880949,10.0,Light Rain,False,False,False,True,False,False,False,False,False,False,False,False,False
A-109,2,2023-01-03 14:54:12,2023-01-03 16:19:02,40.788960887507734,-73.889795980203,1.610544239180948,59.655506552117316,83.08300007919307,8.410565537254238,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-110,3,2023-01-03 15:29:08,2023-01-03 16:32:08,29.82542896950712,-95.31942969264611,0.27952366424370856,57.00935113749877,100.0,6.685373366885246,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-111,2,2023-01-03 16:04:05,2023-01-03 16:34:11,40.75693896083721,-74.06281023663419,0.1899527387237986,80.21161420834436,40.395804234743004,7.823154282812318,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False
A-112,3,2023-01-03 16:39:02,2023-01-03 17:16:22,29.75872787248287,-95.3604138093353,0.1860785478543159,62.55359178191089,19.949865920927564,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-113,2,2023-01-03 17:13:59,2023-01-03 18:43:59,33.9986637817455,-118.15074501458027,0.004552968547410569,76.59639744419378,79.97404965597786,9.689476285922517,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False
A-114,2,2023-01-03 17:48:56,2023-01-03 18:27:54,25.744285503741825,-80.10389785184103,0.501357252218317,57.717268210710365,36.00964856665628,6.126779154915688,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-115,2,2023-01-03 18:23:52,2023-01-03 19:42:18,29.727766771778295,-95.3488701555222,0.6441671195815152,70.38807890165616,36.853682048103224,5.868226495900582,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-116,3,2023-01-03 18:58:49,2023-01-03 19:29:34,25.86613830457235,-80.19011969266938,0.21766654995503776,48.68828944187635,71.14168631338956,10.0,Partly Cloudy,False,False,True,True,False,False,False,False,False,False,False,False,False
A-117,2,2023-01-03 19:33:46,2023-01-03 20:46:50,34.03306201617042,-118.17538202311458,1.0309632518891003,80.01757826031192,66.26806778061669,8.901376609942645,Cloudy,False,True,False,False,False,False,False,False,False,False,False,False,False
A-118,2,2023-01-03 20:08:43,2023-01-03 20:51:59,40.73873330819908,-74.01641144434942,0.6791270928625073,60.399959343630215,47.18843878210687,9.041433788833428,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-119,2,2023-01-03 20:43:40,2023-01-03 21:34:08,25.9146854111872,-80.10658183339625,0.45923351788316785,83.73779212408982,43.559139208579325,8.747878722353144,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-120,2,2023-01-03 21:18:36,2023-01-03 22:14:42,33.97171860948002,-118.34083508902302,0.6083884464691656,64.21504090952729,60.63994688471305,9.680833031796704,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-121,2,2023-01-03 21:53:33,2023-01-03 22:35:30,41.93975426636185,-87.57643551172242,0.7336493654654405,66.43522712908478,50.40463773236729,10.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False
A-122,2,2023-01-03 22:28:30,2023-01-03 23:11:44,29.75942025817225,-95.44158034971886,0.3743826711909692,99.29748264829638,62.47502491796963,8.164907360525614,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False
