ID,Severity,Date,Time,Latitude,Longitude,Traffic_Volume,Weather_Condition,Road_Condition,Speed_Breaker,Traffic_Signal,Junction,Crossing
BLR-51,3,02/01/2024,09:36,13.017821928638469,77.66756250492548,1139.1694562060216,Sunny/Clear,Wet,0,1,0,0
BLR-52,2,02/01/2024,23:58,12.88616986830655,77.60961753935177,1766.4982348275153,Raining,Dry,0,0,0,0
BLR-53,3,02/01/2024,21:53,12.834530198969272,77.68234487194135,961.2048826381972,Sunny/Clear,Under Construction,1,0,1,0
BLR-54,3,02/01/2024,02:37,13.002098397384165,77.7262857101713,2006.4041883734385,Sunny/Clear,Dry,1,1,0,0
BLR-55,3,02/01/2024,12:47,12.963620361686845,77.56436533131617,1245.8620849126546,Sunny/Clear,Under Construction,0,0,0,0
BLR-56,4,03/01/2024,06:17,12.982295311769937,77.6724729148711,1626.1547263737493,Raining,Dry,0,0,0,0
BLR-57,4,03/01/2024,02:37,13.08777587257058,77.56281415375801,1105.513450347139,Foggy,Wet,0,1,0,0
BLR-58,1,03/01/2024,09:47,12.981919714013834,77.65505792837988,1327.5914661739887,Sunny/Clear,Dry,0,0,1,0
BLR-59,2,03/01/2024,12:24,12.985651530779954,77.60649605730306,834.3993334739527,Sunny/Clear,Potholes/Damaged,0,0,1,0
BLR-60,3,03/01/2024,23:55,12.929222898931947,77.59392594327895,2303.442454535167,Sunny/Clear,Dry,0,1,1,1
BLR-61,2,03/01/2024,08:58,12.924493320479659,77.57382580430563,1524.6407354615194,Sunny/Clear,Potholes/Damaged,0,0,1,0
BLR-62,3,03/01/2024,15:42,12.945347860111895,77.70026214434536,1102.1335253269895,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-63,1,03/01/2024,08:41,12.962952823013444,77.62878287787518,1364.9163539404865,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-64,3,03/01/2024,10:56,13.031535045169774,77.69051123707747,1709.5720677471243,Sunny/Clear,Dry,1,0,1,0
BLR-65,1,03/01/2024,20:30,12.958294356400826,77.67983447409713,1836.5050359690613,Sunny/Clear,Wet,0,0,0,0
BLR-66,1,03/01/2024,21:14,13.000219422814979,77.56486758860137,1207.6396688087584,Sunny/Clear,Dry,0,0,1,0
BLR-67,3,03/01/2024,20:44,12.883946941927636,77.65051621967224,1849.7931603336542,Sunny/Clear,Dry,0,0,0,0
BLR-68,2,03/01/2024,16:35,12.977120075675115,77.63074136308629,1493.186757649746,Sunny/Clear,Dry,1,1,1,0
BLR-69,2,03/01/2024,10:00,12.920343789312737,77.5712188137562,1088.054051857169,Raining,Dry,0,0,0,0
BLR-70,3,03/01/2024,00:02,12.950164300077557,77.69329889660973,1304.8768545184907,Raining,Dry,0,1,1,1
BLR-71,2,03/01/2024,22:14,12.843834704444735,77.68971363271791,1186.3907178635072,Sunny/Clear,Dry,0,0,0,0
BLR-72,3,03/01/2024,00:31,12.814928251277264,77.59950611101256,2439.108956692796,Raining,Dry,0,0,1,0
BLR-73,3,03/01/2024,22:57,12.93485813523154,77.62068138729457,1558.733539858086,Sunny/Clear,Dry,0,0,0,0
BLR-74,3,03/01/2024,15:16,12.983527237034046,77.58801269518915,1871.1217718910123,Sunny/Clear,Dry,0,0,1,0
BLR-75,3,03/01/2024,08:04,12.985838148917805,77.54024252434438,2100.115868204114,Sunny/Clear,Potholes/Damaged,0,0,0,1
BLR-76,3,03/01/2024,05:46,12.851128348737841,77.61438118808678,1545.3484099691782,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-77,2,03/01/2024,08:58,13.006797886306417,77.6838479417639,1971.6284620304477,Raining,Dry,0,0,0,0
BLR-78,2,03/01/2024,02:50,12.937893225281716,77.6364869984034,1514.0181844275235,Sunny/Clear,Dry,0,0,0,0
BLR-79,2,03/01/2024,20:44,12.984077964794833,77.6514882996392,1452.008544906882,Sunny/Clear,Wet,0,0,0,0
BLR-80,2,03/01/2024,12:22,12.869401907452243,77.81420925962618,1341.77197227101,Sunny/Clear,Dry,0,0,1,0
BLR-81,3,03/01/2024,02:51,13.046235253118883,77.71352810442018,1272.192386510339,Sunny/Clear,Dry,0,1,1,0
BLR-82,2,03/01/2024,13:01,12.980389230214387,77.70435876881973,1762.9816098245392,Sunny/Clear,Dry,0,1,0,0
BLR-83,2,03/01/2024,09:08,13.042400911924373,77.56326284328682,968.1558768928658,Sunny/Clear,Wet,1,0,0,1
BLR-84,3,04/01/2024,12:42,13.010086342666941,77.54780939229633,918.5383630044571,Sunny/Clear,Potholes/Damaged,1,1,0,0
BLR-85,3,04/01/2024,01:15,13.019218727784404,77.60070794850164,1944.0781403139597,Foggy,Dry,0,0,0,0
BLR-86,3,04/01/2024,04:00,12.898622725368423,77.66605802387869,2082.3438290970626,Sunny/Clear,Under Construction,0,1,1,0
BLR-87,1,04/01/2024,07:21,12.979915205645316,77.62764204000284,2344.6644515189537,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-88,3,04/01/2024,15:45,12.888285334731314,77.63115834358328,1296.5345371191713,Sunny/Clear,Wet,0,0,0,0
BLR-89,2,04/01/2024,01:49,13.013061438295699,77.69623655033283,636.8950837136531,Sunny/Clear,Dry,0,1,0,0
BLR-90,4,04/01/2024,20:06,12.895594296533694,77.58005817259077,554.0574229887039,Raining,Wet,0,0,0,0
BLR-91,2,04/01/2024,11:30,12.975220050231233,77.60723470563639,2164.753508301323,Raining,Potholes/Damaged,0,0,0,0
BLR-92,3,04/01/2024,14:26,12.937699491159218,77.65713020776681,1934.1190246842868,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-93,4,04/01/2024,21:33,13.022430116353986,77.58478612373958,1730.6530161629757,Sunny/Clear,Potholes/Damaged,0,0,1,0
BLR-94,2,04/01/2024,21:16,13.106418169611244,77.61369926843844,1818.2725566250306,Sunny/Clear,Dry,0,0,0,0
BLR-95,3,04/01/2024,10:28,13.008091850618417,77.74005403945918,1842.1793300653148,Sunny/Clear,Dry,0,0,1,0
BLR-96,2,04/01/2024,01:59,12.915825201361839,77.55323063708535,2447.961939119233,Sunny/Clear,Dry,0,0,0,0
BLR-97,2,04/01/2024,18:36,13.026304321551732,77.6723802272189,954.4618996855745,Sunny/Clear,Dry,0,0,0,0
BLR-98,1,04/01/2024,16:47,12.787849306397238,77.58152449434662,1061.8376746549459,Sunny/Clear,Dry,0,0,1,0
BLR-99,4,04/01/2024,12:44,12.837701537137695,77.57049228633626,1743.7343595059644,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-100,2,04/01/2024,12:31,12.95899822053212,77.57782962309143,1884.928804777141,Sunny/Clear,Dry,0,0,1,0
BLR-101,2,04/01/2024,04:04,13.038140356092274,77.691419877138,896.0513479586076,Sunny/Clear,Dry,0,0,0,0
BLR-102,4,04/01/2024,19:50,12.932639653958082,77.65968413897053,1914.2444983934804,Sunny/Clear,Dry,0,0,1,0
BLR-103,3,04/01/2024,06:42,12.909401698966738,77.6249358642847,1278.2458051568774,Sunny/Clear,Dry,0,1,0,0
BLR-104,3,04/01/2024,22:00,12.98114069381005,77.59908522698083,1759.3496628316439,Sunny/Clear,Under Construction,1,0,1,0
BLR-105,3,04/01/2024,06:02,13.011194652889147,77.68195270566464,853.7138661597185,Sunny/Clear,Under Construction,0,0,1,0
BLR-106,1,04/01/2024,12:02,12.970528596198577,77.59613268825937,534.5477506755387,Raining,Wet,0,1,0,0
BLR-107,3,04/01/2024,05:30,12.829342689357906,77.66840393045143,1786.919278120275,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-108,3,04/01/2024,21:26,13.012225409722232,77.63148408388084,2500.4235314108087,Sunny/Clear,Dry,1,0,0,1
BLR-109,2,04/01/2024,14:35,12.955580443753869,77.6806020098985,1520.685890260664,Sunny/Clear,Dry,0,0,1,0
BLR-110,3,04/01/2024,04:02,13.004414484753559,77.66638515367694,2412.712030392786,Sunny/Clear,Under Construction,1,1,0,0
BLR-111,3,05/01/2024,18:24,13.057869480418603,77.5690948816829,811.2904855520767,Raining,Dry,0,0,0,0
BLR-112,2,05/01/2024,20:47,12.971063936241434,77.64589309533235,1058.20527600985,Raining,Under Construction,0,1,0,0
BLR-113,3,05/01/2024,16:08,13.009031890872752,77.64397749270987,1745.9536255166354,Sunny/Clear,Dry,0,0,0,0
BLR-114,3,05/01/2024,21:40,12.840092751870912,77.70405107407949,1768.851149445016,Foggy,Wet,0,0,0,0
BLR-115,3,05/01/2024,13:58,12.976683385889148,77.6844649222389,1247.2262690091748,Sunny/Clear,Potholes/Damaged,0,0,1,1
BLR-116,1,05/01/2024,22:10,12.901019152286175,77.66094015366531,1793.4083599504788,Sunny/Clear,Dry,0,0,0,0
BLR-117,3,05/01/2024,09:22,13.02623100808521,77.63165898844271,1231.2699359335234,Raining,Dry,0,1,0,0
BLR-118,2,05/01/2024,04:54,12.930466654099538,77.6172942778253,1558.841882694796,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-119,1,05/01/2024,03:42,12.9252927055936,77.70270908330188,1674.426956007946,Sunny/Clear,Dry,0,1,0,0
BLR-120,3,05/01/2024,05:33,12.995559304740013,77.54893245548848,2425.831055087879,Raining,Dry,0,0,0,0
BLR-121,2,05/01/2024,02:49,13.023827133180925,77.7006822441388,1060.7084486701453,Sunny/Clear,Dry,0,0,0,0
BLR-122,3,05/01/2024,17:06,12.992510129086124,77.63810982514057,1798.7850151376485,Sunny/Clear,Dry,0,0,0,0
BLR-123,3,05/01/2024,20:44,12.83389929005479,77.69331726066267,1923.866815668369,Sunny/Clear,Dry,0,0,0,0
BLR-124,3,05/01/2024,12:05,12.938880112128299,77.62834456633388,2644.1603155896864,Sunny/Clear,Dry,0,0,0,0
BLR-125,3,05/01/2024,02:30,12.942053653659018,77.676815231524,2259.774562088872,Sunny/Clear,Wet,0,0,0,0
BLR-126,4,05/01/2024,09:52,12.927298662844349,77.60222227298516,1841.9132018003936,Sunny/Clear,Dry,0,0,0,0
BLR-127,3,05/01/2024,04:42,12.939864368104582,77.65740166365723,528.5218923975416,Sunny/Clear,Dry,0,0,0,0
BLR-128,3,05/01/2024,03:41,12.859576626340107,77.56620144902494,1741.0670336693495,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-129,3,05/01/2024,03:59,12.945330902267823,77.69560445464992,2055.8233516695245,Sunny/Clear,Dry,0,0,0,0
BLR-130,3,05/01/2024,12:07,12.92993630262392,77.68151424867798,955.7382264089402,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-131,3,05/01/2024,05:10,13.023707030316947,77.59731748684038,1067.2934005729817,Sunny/Clear,Dry,0,0,1,1
BLR-132,2,05/01/2024,01:17,12.989508742413523,77.5395107622579,2409.003621829117,Raining,Under Construction,0,0,0,0
BLR-133,1,05/01/2024,17:21,13.012707459352017,77.67755492024527,2124.7881002977356,Sunny/Clear,Dry,0,1,0,0
BLR-134,3,05/01/2024,11:16,13.063405759668445,77.58145118112456,738.2525417231838,Raining,Potholes/Damaged,0,1,0,0
BLR-135,2,05/01/2024,18:16,12.920286106580756,77.66184017225434,1513.2589510516998,Sunny/Clear,Wet,0,1,0,0
BLR-136,2,05/01/2024,03:28,12.852707043941955,77.62917960864579,1494.6239103229898,Sunny/Clear,Wet,0,1,1,0
BLR-137,3,05/01/2024,16:15,12.939830451902688,77.676349067402,2293.298809231679,Sunny/Clear,Dry,0,0,0,0
BLR-138,2,06/01/2024,08:10,13.079127298300463,77.64330609748448,2332.4095544643533,Raining,Wet,1,0,1,0
BLR-139,1,06/01/2024,11:42,12.972162722574819,77.61165236505924,1651.3435235076863,Sunny/Clear,Dry,0,0,0,0
BLR-140,3,06/01/2024,12:21,12.943011126312769,77.54862429418223,998.0426088385922,Sunny/Clear,Dry,0,0,0,0
BLR-141,3,06/01/2024,07:45,13.017904016160719,77.50019474700015,1287.401769437545,Raining,Potholes/Damaged,0,0,1,0
BLR-142,3,06/01/2024,17:45,12.931170239031086,77.69754683356864,594.9133590665016,Sunny/Clear,Dry,0,1,0,0
BLR-143,3,06/01/2024,15:46,13.058653900413072,77.63632095280053,721.0553300503472,Sunny/Clear,Dry,0,0,0,0
BLR-144,3,06/01/2024,21:19,12.864690671719174,77.69575835063418,2849.5410801167814,Sunny/Clear,Dry,0,0,1,0
BLR-145,2,06/01/2024,06:07,12.845855555368324,77.64881115244052,1347.14266775365,Sunny/Clear,Dry,0,0,0,1
BLR-146,2,06/01/2024,05:28,12.903374618836365,77.69535489496661,1351.7500236553353,Sunny/Clear,Dry,0,0,0,0
BLR-147,3,06/01/2024,12:16,12.859825406315498,77.67124892139883,1432.0892549362889,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-148,3,06/01/2024,07:42,12.912822893648224,77.54862499908184,1556.3587189557484,Raining,Wet,0,1,0,0
BLR-149,2,06/01/2024,16:08,12.927875572359989,77.63459393161327,1709.5629886738798,Raining,Dry,0,0,1,0
BLR-150,3,06/01/2024,01:58,12.849009747988728,77.66197922375059,1032.7549779293543,Sunny/Clear,Wet,0,0,0,0
BLR-151,2,06/01/2024,09:53,12.980479051671344,77.6100350610985,2258.37963495925,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-152,2,06/01/2024,23:20,12.922311825268476,77.64307755336235,1171.8500354372918,Sunny/Clear,Dry,0,0,1,0
BLR-153,3,06/01/2024,13:01,12.95991787256442,77.68415483987673,645.4726410812627,Sunny/Clear,Under Construction,0,0,1,0
BLR-154,3,06/01/2024,04:16,13.049092560479183,77.56756053853773,811.4530080725209,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-155,3,06/01/2024,23:07,12.981194458728556,77.63465051418932,1493.7668573715628,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-156,2,06/01/2024,17:21,13.054329916995279,77.71141363369773,1961.7187881529762,Sunny/Clear,Wet,1,0,0,0
BLR-157,2,06/01/2024,23:25,12.931084670109513,77.63043622248284,1900.2618784501228,Raining,Dry,0,0,0,0
BLR-158,4,06/01/2024,07:11,12.943315037983407,77.6772452623013,2140.127330765614,Sunny/Clear,Dry,0,0,1,0
BLR-159,3,06/01/2024,13:29,12.975653986929126,77.66030765445502,870.6086537598561,Sunny/Clear,Dry,0,1,0,0
BLR-160,3,06/01/2024,22:34,12.959836979473984,77.55215042054307,2157.8657758875497,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-161,3,06/01/2024,13:26,13.071242542409847,77.59201688715832,1748.9748373825614,Sunny/Clear,Dry,0,0,0,0
BLR-162,3,06/01/2024,03:00,13.095894282083842,77.60046379121678,1340.090574542382,Sunny/Clear,Wet,0,0,1,1
BLR-163,3,06/01/2024,08:13,13.075061895069203,77.61072802228256,1126.6467075257258,Foggy,Under Construction,0,1,0,0
BLR-164,4,06/01/2024,09:49,12.780664702425794,77.65787809204413,1038.1570146698298,Sunny/Clear,Potholes/Damaged,0,0,0,1
BLR-165,2,06/01/2024,09:06,12.976352034413045,77.58872477308341,1766.7835221785285,Sunny/Clear,Dry,0,0,0,0
BLR-166,4,07/01/2024,07:13,12.983621219979806,77.6242869019532,1534.6036820960855,Overcast,Wet,0,0,0,0
BLR-167,3,07/01/2024,03:26,12.873449923806115,77.64200693099693,591.3852928790827,Foggy,Potholes/Damaged,0,0,1,1
BLR-168,3,07/01/2024,10:41,13.033292836109073,77.63570569282004,1349.6220686639197,Sunny/Clear,Dry,0,0,1,0
BLR-169,2,07/01/2024,16:36,12.975132661172374,77.65497314608126,1287.0442970650338,Sunny/Clear,Dry,0,0,1,0
BLR-170,3,07/01/2024,09:09,12.896289695265104,77.5907850867095,2091.037291862721,Foggy,Dry,0,0,0,0
BLR-171,3,07/01/2024,21:06,12.8601364452307,77.61483868704347,1674.0837472304115,Sunny/Clear,Wet,0,0,0,0
BLR-172,3,07/01/2024,16:51,13.114389005316655,77.59891054207887,1288.287669382924,Overcast,Dry,0,0,0,0
BLR-173,2,07/01/2024,11:36,12.938083559627621,77.67068540290303,1104.3293505364707,Overcast,Dry,0,0,0,1
BLR-174,3,07/01/2024,04:54,12.913006878012368,77.61366121601867,1634.498509490642,Foggy,Dry,0,0,0,0
BLR-175,3,07/01/2024,03:57,12.942443513109694,77.664380176062,1182.3638273793129,Overcast,Dry,0,0,0,0
BLR-176,3,07/01/2024,06:23,12.906497932113934,77.53042315341058,773.063539610672,Sunny/Clear,Potholes/Damaged,0,0,0,1
BLR-177,4,07/01/2024,01:00,12.951539032692457,77.48491479775032,1676.0728173501102,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-178,3,07/01/2024,09:00,13.01606227852223,77.68645000618174,1461.4260924857986,Sunny/Clear,Wet,0,0,1,0
BLR-179,3,07/01/2024,12:16,12.937709258091036,77.57577929807269,1407.6066651769752,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-180,3,07/01/2024,08:35,12.971542147189696,77.60563854543469,1535.0324031494636,Sunny/Clear,Wet,0,0,0,0
BLR-181,3,07/01/2024,08:38,13.028323795097585,77.59558836490505,1773.756970307643,Sunny/Clear,Wet,0,0,0,0
BLR-182,2,07/01/2024,22:28,13.009937084630298,77.55423807985542,844.8283786691587,Raining,Potholes/Damaged,0,0,0,0
BLR-183,3,07/01/2024,01:17,12.926228909301244,77.65892256489485,1087.0960400428135,Sunny/Clear,Dry,0,0,1,0
BLR-184,3,07/01/2024,20:46,12.992681094347336,77.7331977655556,2238.0264961263865,Sunny/Clear,Dry,0,0,0,0
BLR-185,2,07/01/2024,09:48,13.012473176139697,77.6630813077075,2056.951904259623,Sunny/Clear,Wet,0,1,1,1
BLR-186,4,07/01/2024,06:10,12.951510153826941,77.66638645287667,2518.233242903064,Raining,Dry,0,1,0,0
BLR-187,4,07/01/2024,06:42,13.091629277437143,77.54511402839952,1896.2882173418636,Sunny/Clear,Dry,0,1,1,0
BLR-188,2,07/01/2024,23:54,12.920657297047233,77.59511876946762,1852.3965074859084,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-189,3,07/01/2024,23:14,12.899175603886745,77.59746028278983,1456.7885718934388,Sunny/Clear,Under Construction,0,0,0,0
BLR-190,4,07/01/2024,18:18,12.893804243030445,77.58794036921282,751.5916839271764,Sunny/Clear,Dry,0,0,0,0
BLR-191,3,07/01/2024,23:56,12.817389619133511,77.64988568806221,1840.3285586407362,Raining,Dry,0,0,0,0
BLR-192,4,07/01/2024,09:47,12.839242078125345,77.62379745351834,1459.4756222974286,Sunny/Clear,Dry,1,0,1,0
BLR-193,3,08/01/2024,19:07,12.858292975390391,77.67104309612554,652.3474302487473,Sunny/Clear,Dry,0,0,1,0
BLR-194,2,08/01/2024,00:01,13.055836687504975,77.55839779020805,1790.3317176520393,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-195,2,08/01/2024,09:09,12.930532819587294,77.72488448621749,2060.5064851947623,Sunny/Clear,Potholes/Damaged,0,0,0,1
BLR-196,3,08/01/2024,09:08,13.009295049642166,77.62032394674372,1098.1366859473687,Sunny/Clear,Dry,0,0,0,0
BLR-197,4,08/01/2024,17:30,13.046990293991469,77.4878618062216,1313.423499355394,Foggy,Dry,0,0,0,0
BLR-198,3,08/01/2024,01:23,12.92788890006886,77.58632733499583,1683.8772613787542,Raining,Dry,0,0,0,0
BLR-199,1,08/01/2024,04:52,12.990234330856405,77.60820970662813,1055.0850682672972,Sunny/Clear,Dry,0,0,0,0
BLR-200,3,08/01/2024,10:05,12.950526555687913,77.57449594685265,1426.5625557907858,Raining,Dry,0,0,0,1
BLR-201,3,08/01/2024,07:39,13.011721252844145,77.6279100437854,1614.497042549309,Raining,Wet,0,0,0,0
BLR-202,3,08/01/2024,09:42,13.014192167116612,77.73166274482632,1901.296750622738,Raining,Dry,0,0,0,1
BLR-203,3,08/01/2024,18:24,12.905790272466323,77.53129483723862,1494.938341205538,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-204,2,08/01/2024,13:10,12.863645834934854,77.63594059253137,1763.8056457973248,Sunny/Clear,Wet,0,0,0,0
BLR-205,2,08/01/2024,02:00,12.868321763175151,77.72330536380301,1396.9742588765453,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-206,3,08/01/2024,20:22,12.985404106483008,77.6247249213551,1572.359529445795,Raining,Potholes/Damaged,0,0,0,0
BLR-207,2,08/01/2024,02:40,12.904760859573987,77.60973771915735,1678.5078487820997,Sunny/Clear,Dry,0,1,0,0
BLR-208,2,08/01/2024,00:53,12.983490994275856,77.72421603194582,265.3597432167603,Foggy,Dry,0,0,0,0
BLR-209,3,08/01/2024,11:11,13.024991867252899,77.63540467750646,1162.770954894107,Sunny/Clear,Dry,0,0,0,0
BLR-210,3,08/01/2024,05:39,12.890375018592886,77.6008765475633,2066.7043798466125,Sunny/Clear,Dry,0,0,0,0
BLR-211,2,08/01/2024,02:27,13.018663721626867,77.53885820151018,487.1974766081197,Raining,Dry,1,0,0,0
BLR-212,2,08/01/2024,20:10,12.989677094950565,77.56383597884764,1697.2994174943065,Overcast,Wet,0,1,0,1
BLR-213,3,08/01/2024,10:04,13.071496432792609,77.60132481783558,2192.845738008745,Sunny/Clear,Under Construction,0,0,1,0
